Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Area,Background,Peak Rank
4401,molecules1,HCN17-022315,1086.303121,1,1086.303121,1,precursor,15.47,1541504,55038,1
4401,molecules1,HCN18,1086.303121,1,1086.303121,1,precursor,15.52,2261683,262235,1
4401,molecules1,HCN19-022315,1086.303121,1,1086.303121,1,precursor,15.59,3027230,45053,1
4401,molecules1,HCN20,1086.303121,1,1086.303121,1,precursor,15.5,1378874,218454,1
4401,molecules1,HCN21-022315,1086.303121,1,1086.303121,1,precursor,15.51,2220994,84638,1
4401,molecules1,HCN22-022315,1086.303121,1,1086.303121,1,precursor,15.42,1138459,86529,1
4401,molecules1,HCN23-022315,1086.303121,1,1086.303121,1,precursor,15.51,1370768,58541,1
4401,molecules1,HCN24-022315,1086.303121,1,1086.303121,1,precursor,15.49,1577895,40722,1
4401,molecules1,HCN25-022315,1086.303121,1,1086.303121,1,precursor,15.37,1094487,80687,1
4401,molecules1,HCN28-022315,1086.303121,1,1086.303121,1,precursor,15.39,3896260,301462,1
4401,molecules1,HCN29-022315,1086.303121,1,1086.303121,1,precursor,15.34,1694702,105183,1
4401,molecules1,HCN30-022315,1086.303121,1,1086.303121,1,precursor,15.49,2033466,155038,1
4401,molecules1,HCW11-022315,1086.303121,1,1086.303121,1,precursor,15.52,2898193,128062,1
4401,molecules1,HCW12-022315,1086.303121,1,1086.303121,1,precursor,15.51,2287534,68086,1
4401,molecules1,HCW13-022315,1086.303121,1,1086.303121,1,precursor,15.31,2511831,90304,1
4401,molecules1,HCW20-022315,1086.303121,1,1086.303121,1,precursor,15.41,1155904,106363,1
4401,molecules1,HCW21-022315,1086.303121,1,1086.303121,1,precursor,15.4,618348,74840,1
4401,molecules1,HCW22-022315,1086.303121,1,1086.303121,1,precursor,15.34,1214142,74019,1
4401,molecules1,HCW23-022315,1086.303121,1,1086.303121,1,precursor,15.55,516636,79379,1
4401,molecules1,HCW24-022315,1086.303121,1,1086.303121,1,precursor,15.61,1520410,35789,1
4401,molecules1,HCW25-022315,1086.303121,1,1086.303121,1,precursor,15.12,494534,18597,1
4401,molecules1,HCW26-022315,1086.303121,1,1086.303121,1,precursor,15.49,2483538,130677,1
4401,molecules1,HCW27-022315,1086.303121,1,1086.303121,1,precursor,15.34,561762,53179,1
4401,molecules1,HCW28-022315,1086.303121,1,1086.303121,1,precursor,15.44,2565792,244614,1
4401,molecules1,HCW29-022315,1086.303121,1,1086.303121,1,precursor,15.39,3355886,95290,1
4401,molecules1,HCW30-022315g,1086.303121,1,1086.303121,1,precursor,15.37,2277072,57725,1
4401,molecules1,HCW31,1086.303121,1,1086.303121,1,precursor,15.54,3150041,303783,1
4401,molecules1,HCW32-022315,1086.303121,1,1086.303121,1,precursor,15.45,5144953,173992,1
4401,molecules1,HCW33-022315,1086.303121,1,1086.303121,1,precursor,15.46,2497806,151924,1
4401,molecules1,HCW34-022315,1086.303121,1,1086.303121,1,precursor,15.73,431272,20704,1
4401,molecules1,HCW35-022315,1086.303121,1,1086.303121,1,precursor,15.3,1254243,103721,1
4401,molecules1,HCW36-022315,1086.303121,1,1086.303121,1,precursor,15.38,483195,70661,1
4401,molecules1,HCW37-022315,1086.303121,1,1086.303121,1,precursor,15.6,997015,65689,1
4401,molecules1,HCW38-022315,1086.303121,1,1086.303121,1,precursor,15.51,1988603,106345,1
4401,molecules1,HCW39-022315,1086.303121,1,1086.303121,1,precursor,15.5,776811,54891,1
4401,molecules1,HCW40-022315,1086.303121,1,1086.303121,1,precursor,15.59,1389345,47295,1
4401,molecules1,HCW41-022315,1086.303121,1,1086.303121,1,precursor,15.42,341399,37761,1
4401,molecules1,HCW42-022315,1086.303121,1,1086.303121,1,precursor,15.56,1624481,72174,1
4401,molecules1,HCW43,1086.303121,1,1086.303121,1,precursor,15.66,777358,95846,1
4401,molecules1,HCW44-022315,1086.303121,1,1086.303121,1,precursor,15.64,610719,9020,1
4401,molecules1,HCW45-022315,1086.303121,1,1086.303121,1,precursor,15.5,1823369,185310,1
4401,molecules1,HCW46-022315,1086.303121,1,1086.303121,1,precursor,15.38,904925,58377,1
4492,molecules1,EDL108-052315,1238.496491,1,1238.496491,1,precursor,12.55,992745,18985,1
4492,molecules1,EDL100-052315,1238.496491,1,1238.496491,1,precursor,12.61,4184,1783,1
4492,molecules1,EDL101-052315,1238.496491,1,1238.496491,1,precursor,12.55,4114,745,1
4492,molecules1,EDL102-052315,1238.496491,1,1238.496491,1,precursor,12.43,4399,2212,1
4492,molecules1,EDL103-052315,1238.496491,1,1238.496491,1,precursor,12.57,1354,2642,1
4492,molecules1,EDL104-052315,1238.496491,1,1238.496491,1,precursor,12.51,1971,159,1
4492,molecules1,EDL105-052315,1238.496491,1,1238.496491,1,precursor,12.53,506978,9689,1
4492,molecules1,EDL106-052315,1238.496491,1,1238.496491,1,precursor,12.54,367789,8051,1
4492,molecules1,EDL107-052315,1238.496491,1,1238.496491,1,precursor,12.52,973,3515,1
4492,molecules1,EDL109-052315,1238.496491,1,1238.496491,1,precursor,12.54,214600,2755,1
4492,molecules1,EDL110-052315,1238.496491,1,1238.496491,1,precursor,12.54,108899,2322,1
4492,molecules1,EDL111-052315,1238.496491,1,1238.496491,1,precursor,12.55,1108,1480,1
4492,molecules1,EDL112-052315,1238.496491,1,1238.496491,1,precursor,12.36,8173,1312,1
4492,molecules1,EDL113-052315,1238.496491,1,1238.496491,1,precursor,12.46,3002,776,1
4492,molecules1,EDL114-052315,1238.496491,1,1238.496491,1,precursor,12.58,2109,747,1
4492,molecules1,EDL115-052315,1238.496491,1,1238.496491,1,precursor,12.54,583516,11617,1
4492,molecules1,EDL116-052315,1238.496491,1,1238.496491,1,precursor,12.54,1886,480,1
4492,molecules1,EDL117-052315,1238.496491,1,1238.496491,1,precursor,12.4,10344,4915,1
4492,molecules1,EDL118-052315,1238.496491,1,1238.496491,1,precursor,12.5,1212021,17306,1
4492,molecules1,EDL119-052315,1238.496491,1,1238.496491,1,precursor,12.49,2873,2682,1
4492,molecules1,EDL120-052315,1238.496491,1,1238.496491,1,precursor,12.49,133951,4736,1
4492,molecules1,EDL121-052315,1238.496491,1,1238.496491,1,precursor,12.51,2140,1507,1
4492,molecules1,EDL122-052315,1238.496491,1,1238.496491,1,precursor,12.54,4099,37,1
4492,molecules1,EDL123-052315,1238.496491,1,1238.496491,1,precursor,12.5,4342,2444,1
4492,molecules1,EDL124-052315,1238.496491,1,1238.496491,1,precursor,12.47,803005,11861,1
4492,molecules1,EDL125-052315,1238.496491,1,1238.496491,1,precursor,12.47,4372,4178,1
4492,molecules1,EDL81-052315,1238.496491,1,1238.496491,1,precursor,12.41,3808,3667,1
4492,molecules1,EDL82-052315,1238.496491,1,1238.496491,1,precursor,12.55,4257,3609,1
4492,molecules1,EDL83-052315,1238.496491,1,1238.496491,1,precursor,12.44,2460,1351,1
4492,molecules1,EDL84-052315,1238.496491,1,1238.496491,1,precursor,12.48,7142,1900,1
4492,molecules1,EDL85-052315,1238.496491,1,1238.496491,1,precursor,12.5,1846,529,1
4492,molecules1,EDL91-052315,1238.496491,1,1238.496491,1,precursor,12.53,370991,7935,1
4492,molecules1,EDL92-052315,1238.496491,1,1238.496491,1,precursor,12.54,1494068,27207,1
4492,molecules1,EDL93-052315,1238.496491,1,1238.496491,1,precursor,12.53,3527,28,1
4492,molecules1,EDL94-052315,1238.496491,1,1238.496491,1,precursor,12.38,3556,1363,1
4492,molecules1,EDL95-052315,1238.496491,1,1238.496491,1,precursor,12.54,2462,2719,1
4492,molecules1,EDL96-052315,1238.496491,1,1238.496491,1,precursor,12.47,1353929,21400,1
4492,molecules1,EDL97-052315,1238.496491,1,1238.496491,1,precursor,12.57,1199,172,1
4492,molecules1,EDL98-052315,1238.496491,1,1238.496491,1,precursor,12.51,800,3278,1
4492,molecules1,EDL99-052315,1238.496491,1,1238.496491,1,precursor,12.53,1708,1557,1
4492,molecules1,ELL11-052315,1238.496491,1,1238.496491,1,precursor,12.52,811072,15871,1
4492,molecules1,ELL12-052315,1238.496491,1,1238.496491,1,precursor,12.53,202896,3793,1
4492,molecules1,ELL13-052315,1238.496491,1,1238.496491,1,precursor,12.53,122764,3283,1
4492,molecules1,ELL14-052315,1238.496491,1,1238.496491,1,precursor,12.5,2496144,35568,1
4492,molecules1,ELL15-052315,1238.496491,1,1238.496491,1,precursor,12.53,534671,5606,1
4492,molecules1,ELL21-052315,1238.496491,1,1238.496491,1,precursor,12.52,21345,1326,1
4492,molecules1,ELL22-052315,1238.496491,1,1238.496491,1,precursor,12.46,5166,1387,1
4492,molecules1,ELL23-052315,1238.496491,1,1238.496491,1,precursor,12.53,3993,2708,1
4492,molecules1,ELL24-052315,1238.496491,1,1238.496491,1,precursor,12.43,2625,747,1
4492,molecules1,ELL25-052315,1238.496491,1,1238.496491,1,precursor,12.54,1606,2565,1
4492,molecules1,ELL26-052315,1238.496491,1,1238.496491,1,precursor,12.47,1421,1775,1
4492,molecules1,ELL27-052315,1238.496491,1,1238.496491,1,precursor,12.48,792140,9297,1
4492,molecules1,ELL28-052315,1238.496491,1,1238.496491,1,precursor,12.53,693477,16169,1
4492,molecules1,ELL29-052315,1238.496491,1,1238.496491,1,precursor,12.52,6031,1076,1
4492,molecules1,ELL30-052315,1238.496491,1,1238.496491,1,precursor,12.51,1675363,20826,1
4492,molecules1,ELL31-052315,1238.496491,1,1238.496491,1,precursor,12.52,105134,1950,1
4492,molecules1,ELL32-052315,1238.496491,1,1238.496491,1,precursor,12.55,13477,853,1
4492,molecules1,ELL33-052315,1238.496491,1,1238.496491,1,precursor,12.27,12452,13747,1
4492,molecules1,ELL34-052315,1238.496491,1,1238.496491,1,precursor,12.48,1403,1214,1
4492,molecules1,ELL35-052315,1238.496491,1,1238.496491,1,precursor,12.47,216262,1406,1
4492,molecules1,ELL36-052315,1238.496491,1,1238.496491,1,precursor,12.49,790240,13315,1
4492,molecules1,ELL37-052315,1238.496491,1,1238.496491,1,precursor,12.4,1411,2573,1
4492,molecules1,ELL38-052315,1238.496491,1,1238.496491,1,precursor,12.61,2896,1246,1
4492,molecules1,ELL39-052315,1238.496491,1,1238.496491,1,precursor,12.63,3508,4445,1
4492,molecules1,ELL40-052315,1238.496491,1,1238.496491,1,precursor,12.46,115778,1847,1
4492,molecules1,ELL41-052315,1238.496491,1,1238.496491,1,precursor,12.53,155063,4905,1
4492,molecules1,ELL42-052315,1238.496491,1,1238.496491,1,precursor,12.44,9161,5013,1
4492,molecules1,ELL43-052315,1238.496491,1,1238.496491,1,precursor,12.47,6251,3181,1
4492,molecules1,ELL44-052315,1238.496491,1,1238.496491,1,precursor,12.45,3015,4088,1
4492,molecules1,ELL45-052315,1238.496491,1,1238.496491,1,precursor,12.5,3008,587,1
4492,molecules1,ELL46-052315,1238.496491,1,1238.496491,1,precursor,12.53,3442,1545,1
4492,molecules1,ELL47-052315,1238.496491,1,1238.496491,1,precursor,12.57,3361,3160,1
4492,molecules1,ELL48-052315,1238.496491,1,1238.496491,1,precursor,12.5,4311,3284,1
4492,molecules1,ELL49-052315,1238.496491,1,1238.496491,1,precursor,12.45,3538,2789,1
4492,molecules1,ELL50-052315,1238.496491,1,1238.496491,1,precursor,12.54,150656,2536,1
4492,molecules1,ELL51-052315,1238.496491,1,1238.496491,1,precursor,12.53,3794,1219,1
4492,molecules1,ELL52-052315,1238.496491,1,1238.496491,1,precursor,12.52,377349,5061,1
4492,molecules1,ELL53-052315,1238.496491,1,1238.496491,1,precursor,12.45,5088,1152,1
4492,molecules1,ELL54-052315,1238.496491,1,1238.496491,1,precursor,12.51,1507179,21274,1
4492,molecules1,ELL55-052315,1238.496491,1,1238.496491,1,precursor,12.45,6351,1954,1
4492,molecules1,HCHu01-052315,1238.496491,1,1238.496491,1,precursor,12.52,231640,6731,1
4492,molecules1,HCHu02-052315,1238.496491,1,1238.496491,1,precursor,12.5,272419,10691,1
4492,molecules1,HCHu03-052315,1238.496491,1,1238.496491,1,precursor,12.51,326740,9124,1
4492,molecules1,HCHu04-052315,1238.496491,1,1238.496491,1,precursor,12.52,664742,24317,1
4492,molecules1,HCHu05-052315,1238.496491,1,1238.496491,1,precursor,12.55,516809,15903,1
4492,molecules1,HCHu06-052315,1238.496491,1,1238.496491,1,precursor,12.52,86930,1533,1
4492,molecules1,HCHu07-052315,1238.496491,1,1238.496491,1,precursor,12.55,649822,21617,1
4492,molecules1,HCHu08-052315,1238.496491,1,1238.496491,1,precursor,12.53,249188,6883,1
4492,molecules1,HCW01-052315,1238.496491,1,1238.496491,1,precursor,12.5,991083,24926,1
4492,molecules1,HCW02-052315,1238.496491,1,1238.496491,1,precursor,12.53,1149992,33004,1
4492,molecules1,HCW03-052315,1238.496491,1,1238.496491,1,precursor,12.54,1440791,40426,1
4492,molecules1,HCW04-052315,1238.496491,1,1238.496491,1,precursor,12.53,1866716,55403,1
4492,molecules1,HCW05-052315,1238.496491,1,1238.496491,1,precursor,12.53,3609764,81158,1
4492,molecules1,HCW06-052315,1238.496491,1,1238.496491,1,precursor,12.48,1468445,35014,1
4492,molecules1,HCW07-052315,1238.496491,1,1238.496491,1,precursor,12.47,1390916,31933,1
4492,molecules1,HCW08-052315,1238.496491,1,1238.496491,1,precursor,12.51,1430441,30057,1
4492,molecules1,HCW09-052315,1238.496491,1,1238.496491,1,precursor,12.49,3319967,91026,1
4492,molecules1,HCW10-052315,1238.496491,1,1238.496491,1,precursor,12.53,957877,18459,1
4492,molecules1,HCW14-052315,1238.496491,1,1238.496491,1,precursor,12.52,232057,5063,1
4492,molecules1,HCW15-052315,1238.496491,1,1238.496491,1,precursor,12.51,1807102,32137,1
4492,molecules1,HCW16-052315,1238.496491,1,1238.496491,1,precursor,12.47,2180309,48516,1
4492,molecules1,HCW17-052315,1238.496491,1,1238.496491,1,precursor,12.53,1523581,25672,1
4492,molecules1,HCW18-052315,1238.496491,1,1238.496491,1,precursor,12.49,264490,5399,1
4492,molecules1,HCW19-052315,1238.496491,1,1238.496491,1,precursor,12.54,320069,4802,1
4492,molecules1,HCW47-052315,1238.496491,1,1238.496491,1,precursor,12.55,340311,7786,1
4492,molecules1,HCW48-052315,1238.496491,1,1238.496491,1,precursor,12.52,1877269,42216,1
4492,molecules1,HCW49-052315,1238.496491,1,1238.496491,1,precursor,12.54,803831,16491,1
4492,molecules1,HCW50-052315,1238.496491,1,1238.496491,1,precursor,12.51,120441,4162,1
4492,molecules1,HCW51-052315,1238.496491,1,1238.496491,1,precursor,12.55,219407,7102,1
4492,molecules1,HCW52-052315,1238.496491,1,1238.496491,1,precursor,12.47,49504,1408,1
4492,molecules1,HCW53-052315,1238.496491,1,1238.496491,1,precursor,12.52,165892,4018,1
4492,molecules1,HCW54-052315,1238.496491,1,1238.496491,1,precursor,12.53,402246,10594,1
4492,molecules1,HCW55-052315,1238.496491,1,1238.496491,1,precursor,12.55,324161,8734,1
4492,molecules1,HCW56-052315,1238.496491,1,1238.496491,1,precursor,12.38,78553,2100,1
4492,molecules1,HCW57-052315,1238.496491,1,1238.496491,1,precursor,12.55,201907,5470,1
4492,molecules1,HCW58-052315,1238.496491,1,1238.496491,1,precursor,12.53,302132,3341,1
4492,molecules1,HCW59-052315,1238.496491,1,1238.496491,1,precursor,12.52,273269,6820,1
4492,molecules1,HCW60-052315,1238.496491,1,1238.496491,1,precursor,12.48,205204,4264,1
4492,molecules1,EDL126-022315,1238.496491,1,1238.496491,1,precursor,12.51,5897,10979,1
4492,molecules1,EDL127-022315,1238.496491,1,1238.496491,1,precursor,12.38,457805,17178,1
4492,molecules1,EDL128-022315,1238.496491,1,1238.496491,1,precursor,12.4,4512,7866,1
4492,molecules1,EDL129-022315,1238.496491,1,1238.496491,1,precursor,12.39,1615593,70362,1
4492,molecules1,EDL130-022315,1238.496491,1,1238.496491,1,precursor,12.53,16714,14443,1
4492,molecules1,EDL131-022315,1238.496491,1,1238.496491,1,precursor,12.53,10718,15217,1
4492,molecules1,EDL132-022315,1238.496491,1,1238.496491,1,precursor,12.39,11533,16829,1
4492,molecules1,EDL133,1238.496491,1,1238.496491,1,precursor,12.48,87952,16477,1
4492,molecules1,EDL134-022315,1238.496491,1,1238.496491,1,precursor,12.39,10468,7315,1
4492,molecules1,EDL135-022315,1238.496491,1,1238.496491,1,precursor,12.53,8210,6860,1
4492,molecules1,EDL136-022315,1238.496491,1,1238.496491,1,precursor,12.45,1617728,41767,1
4492,molecules1,EDL137-022315,1238.496491,1,1238.496491,1,precursor,12.4,107777,1352,1
4492,molecules1,EDL138-022315,1238.496491,1,1238.496491,1,precursor,12.44,1476983,31649,1
4492,molecules1,EDL139-022315,1238.496491,1,1238.496491,1,precursor,12.47,1387652,34839,1
4492,molecules1,EDL140-022315,1238.496491,1,1238.496491,1,precursor,12.39,57120,9548,1
4492,molecules1,EDL71-022315,1238.496491,1,1238.496491,1,precursor,12.46,1121570,27589,1
4492,molecules1,EDL72-022315,1238.496491,1,1238.496491,1,precursor,12.46,955920,26156,1
4492,molecules1,EDL73-022315,1238.496491,1,1238.496491,1,precursor,12.38,7145,6144,1
4492,molecules1,EDL74-022315,1238.496491,1,1238.496491,1,precursor,12.53,15845,11264,1
4492,molecules1,EDL75-022315,1238.496491,1,1238.496491,1,precursor,12.49,6473,5665,1
4492,molecules1,EDL76-022315,1238.496491,1,1238.496491,1,precursor,12.46,372096,5805,1
4492,molecules1,EDL77-022315,1238.496491,1,1238.496491,1,precursor,12.45,1149100,44343,1
4492,molecules1,EDL78-022315,1238.496491,1,1238.496491,1,precursor,12.42,1608028,65635,1
4492,molecules1,EDL79-022315,1238.496491,1,1238.496491,1,precursor,12.37,8381,18692,1
4492,molecules1,EDL80-022315,1238.496491,1,1238.496491,1,precursor,12.48,3835079,95578,1
4492,molecules1,EDL86-022315,1238.496491,1,1238.496491,1,precursor,12.47,11255,16429,1
4492,molecules1,EDL87,1238.496491,1,1238.496491,1,precursor,12.49,2545346,67719,1
4492,molecules1,EDL88-022315,1238.496491,1,1238.496491,1,precursor,12.48,18835,1607,1
4492,molecules1,EDL89-022315,1238.496491,1,1238.496491,1,precursor,12.49,6567,8555,1
4492,molecules1,EDL90-022315,1238.496491,1,1238.496491,1,precursor,12.45,10233,6068,1
4492,molecules1,ELL01-022315,1238.496491,1,1238.496491,1,precursor,12.37,1534608,37035,1
4492,molecules1,ELL02-022315,1238.496491,1,1238.496491,1,precursor,12.42,26017,6727,1
4492,molecules1,ELL03-022315,1238.496491,1,1238.496491,1,precursor,12.4,5523284,137335,1
4492,molecules1,ELL04-022315,1238.496491,1,1238.496491,1,precursor,12.47,455175,23222,1
4492,molecules1,ELL05-022315,1238.496491,1,1238.496491,1,precursor,12.43,14675,14923,1
4492,molecules1,ELL06-022315,1238.496491,1,1238.496491,1,precursor,12.32,2629,5722,1
4492,molecules1,ELL07-022315,1238.496491,1,1238.496491,1,precursor,12.46,784675,21038,1
4492,molecules1,ELL08-022315,1238.496491,1,1238.496491,1,precursor,12.47,574860,22655,1
4492,molecules1,ELL09-022315,1238.496491,1,1238.496491,1,precursor,12.41,12384,12806,1
4492,molecules1,ELL10-022315,1238.496491,1,1238.496491,1,precursor,12.4,39823,9850,1
4492,molecules1,ELL16-022315,1238.496491,1,1238.496491,1,precursor,12.46,1117120,38553,1
4492,molecules1,ELL17-022315,1238.496491,1,1238.496491,1,precursor,12.44,660452,21097,1
4492,molecules1,ELL18-022315,1238.496491,1,1238.496491,1,precursor,12.41,195352,8804,1
4492,molecules1,ELL19-022315,1238.496491,1,1238.496491,1,precursor,12.38,701418,55586,1
4492,molecules1,ELL20-022315,1238.496491,1,1238.496491,1,precursor,12.45,1548463,43291,1
4492,molecules1,ELL56-022315,1238.496491,1,1238.496491,1,precursor,12.46,2368782,44648,1
4492,molecules1,ELL57-022315,1238.496491,1,1238.496491,1,precursor,12.44,43236,10712,1
4492,molecules1,ELL58-022315,1238.496491,1,1238.496491,1,precursor,12.44,1287433,29491,1
4492,molecules1,ELL59-022315,1238.496491,1,1238.496491,1,precursor,12.37,123796,7067,1
4492,molecules1,ELL60-022315,1238.496491,1,1238.496491,1,precursor,12.43,2189181,44681,1
4492,molecules1,ELL61-022315,1238.496491,1,1238.496491,1,precursor,12.48,484353,12763,1
4492,molecules1,ELL62-022315,1238.496491,1,1238.496491,1,precursor,12.43,196040,7415,1
4492,molecules1,ELL63-022315,1238.496491,1,1238.496491,1,precursor,12.53,8560,7085,1
4492,molecules1,ELL64-022315,1238.496491,1,1238.496491,1,precursor,12.38,1011113,18656,1
4492,molecules1,ELL65-022315,1238.496491,1,1238.496491,1,precursor,12.44,231504,11201,1
4492,molecules1,ELL66-022315,1238.496491,1,1238.496491,1,precursor,12.39,909196,21443,1
4492,molecules1,ELL67-022315,1238.496491,1,1238.496491,1,precursor,12.44,2793617,58567,1
4492,molecules1,ELL68-022315,1238.496491,1,1238.496491,1,precursor,12.46,1409686,45723,1
4492,molecules1,ELL69-022315,1238.496491,1,1238.496491,1,precursor,12.47,109363,19115,1
4492,molecules1,ELL70-022315,1238.496491,1,1238.496491,1,precursor,12.43,186727,12126,1
4492,molecules1,HCN01-022315,1238.496491,1,1238.496491,1,precursor,12.46,2291889,68091,1
4492,molecules1,HCN02-022315,1238.496491,1,1238.496491,1,precursor,12.44,3279685,160492,1
4492,molecules1,HCN03-022315,1238.496491,1,1238.496491,1,precursor,12.46,4450825,115538,1
4492,molecules1,HCN04-022315,1238.496491,1,1238.496491,1,precursor,12.46,1850491,52355,1
4492,molecules1,HCN05-022315,1238.496491,1,1238.496491,1,precursor,12.38,2080289,64473,1
4492,molecules1,HCN06-022315,1238.496491,1,1238.496491,1,precursor,12.44,2535165,75125,1
4492,molecules1,HCN07-022315,1238.496491,1,1238.496491,1,precursor,12.47,2184024,32805,1
4492,molecules1,HCN08-022315,1238.496491,1,1238.496491,1,precursor,12.46,2871047,112868,1
4492,molecules1,HCN09-022315,1238.496491,1,1238.496491,1,precursor,12.47,919746,30959,1
4492,molecules1,HCN10-022315,1238.496491,1,1238.496491,1,precursor,12.45,3507154,94908,1
4492,molecules1,HCN11-022315,1238.496491,1,1238.496491,1,precursor,12.42,2280334,47476,1
4492,molecules1,HCN12-022315,1238.496491,1,1238.496491,1,precursor,12.43,1661971,53687,1
4492,molecules1,HCN13-022315,1238.496491,1,1238.496491,1,precursor,12.46,986637,43654,1
4492,molecules1,HCN14-022315,1238.496491,1,1238.496491,1,precursor,12.44,3210703,78026,1
4492,molecules1,HCN15-022315,1238.496491,1,1238.496491,1,precursor,12.46,3334823,70782,1
4492,molecules1,HCN16-022315,1238.496491,1,1238.496491,1,precursor,12.48,1819388,57487,1
4492,molecules1,HCN17-022315,1238.496491,1,1238.496491,1,precursor,12.46,2305084,73451,1
4492,molecules1,HCN18,1238.496491,1,1238.496491,1,precursor,12.49,3799851,89362,1
4492,molecules1,HCN19-022315,1238.496491,1,1238.496491,1,precursor,12.44,2375131,63511,1
4492,molecules1,HCN20,1238.496491,1,1238.496491,1,precursor,12.47,4286734,104104,1
4492,molecules1,HCN21-022315,1238.496491,1,1238.496491,1,precursor,12.43,3802951,129091,1
4492,molecules1,HCN22-022315,1238.496491,1,1238.496491,1,precursor,12.49,3106430,182668,1
4492,molecules1,HCN23-022315,1238.496491,1,1238.496491,1,precursor,12.46,628080,26384,1
4492,molecules1,HCN24-022315,1238.496491,1,1238.496491,1,precursor,12.45,3299883,82128,1
4492,molecules1,HCN25-022315,1238.496491,1,1238.496491,1,precursor,12.37,6315100,128658,1
4492,molecules1,HCN28-022315,1238.496491,1,1238.496491,1,precursor,12.46,3777903,103561,1
4492,molecules1,HCN29-022315,1238.496491,1,1238.496491,1,precursor,12.38,3758643,181924,1
4492,molecules1,HCN30-022315,1238.496491,1,1238.496491,1,precursor,12.48,2734387,96677,1
4492,molecules1,HCW11-022315,1238.496491,1,1238.496491,1,precursor,12.48,475465,38907,1
4492,molecules1,HCW12-022315,1238.496491,1,1238.496491,1,precursor,12.46,909342,19129,1
4492,molecules1,HCW13-022315,1238.496491,1,1238.496491,1,precursor,12.38,2550764,48036,1
4492,molecules1,HCW20-022315,1238.496491,1,1238.496491,1,precursor,12.39,3267165,140758,1
4492,molecules1,HCW21-022315,1238.496491,1,1238.496491,1,precursor,12.4,6106965,118001,1
4492,molecules1,HCW22-022315,1238.496491,1,1238.496491,1,precursor,12.4,3949905,138719,1
4492,molecules1,HCW23-022315,1238.496491,1,1238.496491,1,precursor,12.43,118777,15291,1
4492,molecules1,HCW24-022315,1238.496491,1,1238.496491,1,precursor,12.47,2080190,127632,1
4492,molecules1,HCW25-022315,1238.496491,1,1238.496491,1,precursor,12.29,3422248,168779,1
4492,molecules1,HCW26-022315,1238.496491,1,1238.496491,1,precursor,12.44,851301,30695,1
4492,molecules1,HCW27-022315,1238.496491,1,1238.496491,1,precursor,12.39,8362268,102654,1
4492,molecules1,HCW28-022315,1238.496491,1,1238.496491,1,precursor,12.46,1150340,38085,1
4492,molecules1,HCW29-022315,1238.496491,1,1238.496491,1,precursor,12.44,881818,32960,1
4492,molecules1,HCW30-022315g,1238.496491,1,1238.496491,1,precursor,12.44,565176,16103,1
4492,molecules1,HCW31,1238.496491,1,1238.496491,1,precursor,12.49,1772028,53215,1
4492,molecules1,HCW32-022315,1238.496491,1,1238.496491,1,precursor,12.44,1229312,46443,1
4492,molecules1,HCW33-022315,1238.496491,1,1238.496491,1,precursor,12.46,3018322,84851,1
4492,molecules1,HCW34-022315,1238.496491,1,1238.496491,1,precursor,12.49,238066,8701,1
4492,molecules1,HCW35-022315,1238.496491,1,1238.496491,1,precursor,12.4,1081907,59492,1
4492,molecules1,HCW36-022315,1238.496491,1,1238.496491,1,precursor,12.43,565700,18654,1
4492,molecules1,HCW37-022315,1238.496491,1,1238.496491,1,precursor,12.48,5196611,179369,1
4492,molecules1,HCW38-022315,1238.496491,1,1238.496491,1,precursor,12.43,528175,15194,1
4492,molecules1,HCW39-022315,1238.496491,1,1238.496491,1,precursor,12.45,1743287,57864,1
4492,molecules1,HCW40-022315,1238.496491,1,1238.496491,1,precursor,12.43,1232770,42837,1
4492,molecules1,HCW41-022315,1238.496491,1,1238.496491,1,precursor,12.42,577055,20681,1
4492,molecules1,HCW42-022315,1238.496491,1,1238.496491,1,precursor,12.47,1483181,43308,1
4492,molecules1,HCW43,1238.496491,1,1238.496491,1,precursor,12.49,352105,17867,1
4492,molecules1,HCW44-022315,1238.496491,1,1238.496491,1,precursor,12.49,2448,938,1
4492,molecules1,HCW45-022315,1238.496491,1,1238.496491,1,precursor,12.47,666026,29673,1
4492,molecules1,HCW46-022315,1238.496491,1,1238.496491,1,precursor,12.37,53438,6273,1
669,molecules1,EDL108-052315,280.151108,1,280.151108,1,precursor,12.4,10356,898,1
669,molecules1,EDL100-052315,280.151108,1,280.151108,1,precursor,12.38,14912,1036,1
669,molecules1,EDL101-052315,280.151108,1,280.151108,1,precursor,12.37,6504,1591,1
669,molecules1,EDL102-052315,280.151108,1,280.151108,1,precursor,12.29,16304,1976,1
669,molecules1,EDL103-052315,280.151108,1,280.151108,1,precursor,12.36,5215,1543,1
669,molecules1,EDL104-052315,280.151108,1,280.151108,1,precursor,12.31,560,301,1
669,molecules1,EDL105-052315,280.151108,1,280.151108,1,precursor,12.35,5458,1489,1
669,molecules1,EDL106-052315,280.151108,1,280.151108,1,precursor,12.39,14104,1461,1
669,molecules1,EDL107-052315,280.151108,1,280.151108,1,precursor,12.39,23133,3368,1
669,molecules1,EDL109-052315,280.151108,1,280.151108,1,precursor,12.35,14467,1076,1
669,molecules1,EDL110-052315,280.151108,1,280.151108,1,precursor,12.38,1037,1478,1
